Date of Purchase,Time of Purchase,Purchase Type,Payment Method,Railcard,Ticket Class,Ticket Type,Price,Departure Station,Arrival Destination,Date of Journey,Departure Time,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Refund Request
15.2.24,20:37:16,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,24.2.24,19:00:00,20:20:00,20:20:00,On Time,,No
15.2.24,20:43:21,Station,Contactless,Disabled,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,15.2.24,22:00:00,22:30:00,22:30:00,On Time,,No
15.2.24,20:46:56,Station,Credit Card,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,16.2.24,19:15:00,19:45:00,19:45:00,On Time,,No
15.2.24,21:45:27,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,23.2.24,20:15:00,21:15:00,21:15:00,On Time,,No
15.2.24,21:45:42,Online,Contactless,None,Standard,Advance,72,London Euston,Manchester Piccadilly,17.2.24,20:15:00,22:05:00,,Cancelled,Signal Failure,No
15.2.24,21:51:10,Online,Credit Card,Adult,Standard,Advance,8,London Paddington,Reading,22.2.24,20:15:00,21:15:00,21:15:00,On Time,,No
15.2.24,21:53:06,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,18.2.24,20:15:00,21:35:00,21:35:00,On Time,,No
15.2.24,22:04:01,Online,Credit Card,None,First Class,Advance,52,Birmingham New Street,Liverpool Lime Street,21.2.24,20:30:00,22:00:00,22:00:00,On Time,,No
15.2.24,22:14:48,Online,Contactless,None,Standard,Advance,8,London St Pancras,Birmingham New Street,26.2.24,20:30:00,21:50:00,21:50:00,On Time,,No
15.2.24,22:18:39,Online,Contactless,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,16.2.24,20:45:00,21:15:00,21:15:00,On Time,,No
15.2.24,22:57:29,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,16.2.24,0:15:00,0:45:00,0:45:00,On Time,,No
15.2.24,23:03:06,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,24.2.24,21:30:00,22:30:00,22:30:00,On Time,,No
15.2.24,23:03:16,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,22.2.24,21:30:00,22:00:00,22:00:00,On Time,,No
15.2.24,23:08:21,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,23.2.24,21:30:00,22:30:00,22:30:00,On Time,,No
15.2.24,23:08:38,Station,Credit Card,Adult,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,18.2.24,21:30:00,22:00:00,22:00:00,On Time,,No
15.2.24,23:10:15,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,29.2.24,21:30:00,22:30:00,22:30:00,On Time,,No
15.2.24,23:10:17,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,16.2.24,0:30:00,1:00:00,1:00:00,On Time,,No
15.2.24,23:45:04,Station,Credit Card,Adult,First Class,Advance,18,London Paddington,Reading,28.2.24,22:15:00,23:15:00,23:15:00,On Time,,No
15.2.24,23:59:51,Station,Credit Card,Adult,Standard,Advance,48,London Euston,Manchester Piccadilly,16.2.24,22:15:00,0:05:00,0:05:00,On Time,,No
16.2.24,0:11:08,Online,Contactless,None,Standard,Advance,10,Manchester Piccadilly,Leeds,25.2.24,22:30:00,23:15:00,23:15:00,On Time,,No
16.2.24,0:22:36,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,26.2.24,22:45:00,23:45:00,23:45:00,On Time,,No
16.2.24,0:26:56,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.2.24,1:45:00,2:15:00,2:15:00,On Time,,No
16.2.24,0:30:37,Online,Credit Card,None,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,16.2.24,2:00:00,3:00:00,3:00:00,On Time,,No
16.2.24,0:31:46,Online,Credit Card,None,Standard,Off-Peak,17,Manchester Piccadilly,Nottingham,16.2.24,2:00:00,3:00:00,3:00:00,On Time,,No
16.2.24,0:32:59,Online,Contactless,Disabled,Standard,Advance,24,London Kings Cross,Edinburgh Waverley,28.2.24,16:00:00,20:20:00,20:20:00,On Time,,No
16.2.24,0:38:39,Online,Credit Card,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.2.24,2:00:00,2:30:00,2:30:00,On Time,,No
16.2.24,1:15:10,Online,Contactless,Disabled,Standard,Advance,23,London Kings Cross,York,24.2.24,23:45:00,1:35:00,1:35:00,On Time,,No
16.2.24,1:16:17,Online,Contactless,None,Standard,Off-Peak,19,Reading,London Paddington,16.2.24,23:45:00,0:10:00,0:10:00,On Time,,No
16.2.24,1:27:43,Station,Credit Card,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,16.2.24,23:45:00,1:05:00,1:05:00,On Time,,No
16.2.24,1:32:38,Online,Contactless,Adult,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.2.24,0:00:00,0:30:00,0:30:00,On Time,,No
16.2.24,1:56:02,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28.2.24,0:15:00,0:45:00,0:45:00,On Time,,No
16.2.24,2:06:13,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,29.2.24,0:30:00,1:00:00,1:00:00,On Time,,No
16.2.24,2:14:21,Station,Credit Card,None,First Class,Off-Peak,200,Manchester Piccadilly,London Euston,16.2.24,3:30:00,5:20:00,5:28:00,Delayed,Weather Conditions,No
16.2.24,2:15:42,Station,Credit Card,None,Standard,Off-Peak,53,London Kings Cross,York,16.2.24,3:45:00,5:35:00,5:35:00,On Time,,No
16.2.24,2:54:14,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,17.2.24,1:15:00,1:45:00,1:45:00,On Time,,No
16.2.24,3:06:56,Online,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,17.2.24,1:30:00,2:00:00,2:00:00,On Time,,No
16.2.24,3:08:35,Online,Contactless,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,17.2.24,1:30:00,2:50:00,2:50:00,On Time,,No
16.2.24,3:08:38,Online,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.2.24,4:30:00,5:00:00,,Cancelled,Weather,No
16.2.24,3:20:47,Online,Contactless,None,Standard,Advance,65,London Kings Cross,Liverpool Lime Street,20.2.24,1:45:00,4:00:00,4:00:00,On Time,,No
16.2.24,3:33:56,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,22.2.24,2:00:00,3:20:00,3:20:00,On Time,,No
16.2.24,3:35:18,Online,Credit Card,Adult,Standard,Advance,5,London St Pancras,Birmingham New Street,25.2.24,2:00:00,3:20:00,3:20:00,On Time,,No
16.2.24,3:38:23,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.2.24,2:00:00,3:50:00,3:50:00,On Time,,No
16.2.24,3:41:44,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,27.2.24,2:00:00,2:30:00,2:30:00,On Time,,No
16.2.24,3:44:21,Online,Credit Card,None,Standard,Advance,12,Manchester Piccadilly,Nottingham,26.2.24,2:00:00,3:00:00,3:00:00,On Time,,No
16.2.24,3:53:21,Online,Contactless,None,Standard,Off-Peak,10,London Euston,Birmingham New Street,16.2.24,5:15:00,6:35:00,6:35:00,On Time,,No
16.2.24,3:58:59,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,27.2.24,2:15:00,3:35:00,3:35:00,On Time,,No
16.2.24,4:05:46,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,20.2.24,2:30:00,3:00:00,3:00:00,On Time,,No
16.2.24,4:12:45,Online,Contactless,None,Standard,Off-Peak,107,London Euston,Manchester Piccadilly,16.2.24,5:30:00,7:20:00,7:20:00,On Time,,No
16.2.24,4:20:46,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,16.2.24,5:45:00,6:45:00,6:45:00,On Time,,No
16.2.24,4:46:10,Online,Credit Card,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,16.2.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.2.24,4:47:29,Station,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.2.24,3:15:00,4:15:00,4:15:00,On Time,,No
16.2.24,5:00:40,Online,Contactless,None,Standard,Anytime,5,Manchester Piccadilly,Liverpool Lime Street,16.2.24,6:30:00,7:00:00,7:00:00,On Time,,No
16.2.24,5:10:24,Online,Credit Card,Disabled,Standard,Anytime,7,York,Doncaster,16.2.24,6:30:00,7:00:00,7:00:00,On Time,,No
16.2.24,5:12:16,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,25.2.24,3:30:00,4:00:00,4:00:00,On Time,,No
16.2.24,5:13:43,Online,Credit Card,Disabled,Standard,Anytime,17,London Paddington,Reading,16.2.24,6:30:00,7:30:00,7:30:00,On Time,,No
16.2.24,5:14:27,Station,Credit Card,None,Standard,Advance,84,Manchester Piccadilly,London Euston,17.2.24,3:30:00,5:20:00,5:26:00,Delayed,Weather Conditions,No
16.2.24,5:29:35,Online,Contactless,None,Standard,Advance,7,London Euston,Birmingham New Street,17.2.24,3:45:00,5:05:00,5:05:00,On Time,,No
16.2.24,5:49:11,Station,Contactless,Disabled,Standard,Advance,2,Liverpool Lime Street,Manchester Piccadilly,18.2.24,4:15:00,4:45:00,4:45:00,On Time,,No
16.2.24,5:52:49,Station,Contactless,Adult,Standard,Advance,4,London Euston,Birmingham New Street,17.2.24,4:15:00,5:35:00,5:35:00,On Time,,No
16.2.24,5:54:53,Online,Credit Card,None,First Class,Anytime,117,Birmingham New Street,London St Pancras,16.2.24,7:15:00,8:35:00,8:35:00,On Time,,No
16.2.24,5:56:19,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,17.2.24,4:15:00,4:45:00,4:45:00,On Time,,No
16.2.24,6:05:39,Online,Credit Card,None,Standard,Anytime,70,London Kings Cross,York,16.2.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.2.24,6:10:10,Station,Contactless,None,Standard,Anytime,6,Liverpool Lime Street,Manchester Piccadilly,16.2.24,7:30:00,8:00:00,8:00:00,On Time,,No
16.2.24,6:12:57,Online,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,27.2.24,4:30:00,5:00:00,,Cancelled,Traffic,Yes
16.2.24,6:15:32,Online,Contactless,None,Standard,Anytime,13,London Euston,Birmingham New Street,16.2.24,7:45:00,9:05:00,9:05:00,On Time,,No
16.2.24,6:30:48,Online,Credit Card,Adult,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,16.2.24,8:00:00,8:30:00,8:30:00,On Time,,No
16.2.24,6:36:54,Online,Credit Card,Disabled,Standard,Anytime,95,London Euston,Manchester Piccadilly,16.2.24,8:00:00,9:50:00,9:50:00,On Time,,No
16.2.24,6:40:36,Online,Credit Card,Adult,Standard,Anytime,95,London Euston,Manchester Piccadilly,16.2.24,8:00:00,9:50:00,9:50:00,On Time,,No
16.2.24,6:43:30,Station,Credit Card,None,Standard,Anytime,151,Liverpool Lime Street,London Euston,16.2.24,8:00:00,10:15:00,11:12:00,Delayed,Weather,No
16.2.24,7:16:21,Station,Contactless,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,16.2.24,8:45:00,10:05:00,10:05:00,On Time,,No
16.2.24,7:16:36,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,16.2.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.2.24,7:23:04,Online,Credit Card,None,Standard,Anytime,25,London Paddington,Reading,16.2.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.2.24,7:25:00,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,16.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,7:26:32,Online,Credit Card,None,Standard,Anytime,35,London Paddington,Oxford,16.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,7:27:06,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,17.2.24,5:45:00,6:15:00,,Cancelled,Staff Shortage,Yes
16.2.24,7:27:44,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,23.2.24,5:45:00,7:05:00,7:05:00,On Time,,No
16.2.24,7:35:17,Online,Contactless,None,Standard,Off-Peak,19,London Paddington,Reading,16.2.24,9:00:00,10:00:00,10:00:00,On Time,,No
16.2.24,7:36:35,Station,Contactless,None,Standard,Off-Peak,5,Liverpool Lime Street,Manchester Piccadilly,16.2.24,9:00:00,9:30:00,9:30:00,On Time,,No
16.2.24,7:37:23,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,17.2.24,6:00:00,6:30:00,6:30:00,On Time,,No
16.2.24,7:37:50,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.2.24,6:00:00,6:30:00,6:30:00,On Time,,No
16.2.24,7:46:09,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.2.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.2.24,7:47:28,Online,Credit Card,None,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,20.2.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.2.24,7:48:41,Online,Credit Card,None,Standard,Off-Peak,19,London Paddington,Reading,16.2.24,9:15:00,10:15:00,10:15:00,On Time,,No
16.2.24,7:49:28,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,18.2.24,6:15:00,7:15:00,7:15:00,On Time,,No
16.2.24,7:52:22,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,24.2.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.2.24,7:52:35,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,17.2.24,6:15:00,8:05:00,8:05:00,On Time,,No
16.2.24,7:54:01,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,28.2.24,6:15:00,8:05:00,8:05:00,On Time,,No
16.2.24,7:54:33,Online,Credit Card,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,29.2.24,6:15:00,6:45:00,6:45:00,On Time,,No
16.2.24,7:57:36,Online,Debit Card,Senior,Standard,Advance,8,London Paddington,Reading,26.2.24,6:15:00,7:15:00,7:15:00,On Time,,No
16.2.24,8:01:01,Online,Debit Card,None,Standard,Advance,72,London Euston,Manchester Piccadilly,21.2.24,6:30:00,8:20:00,8:20:00,On Time,,No
16.2.24,8:01:08,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,17.2.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.2.24,8:04:37,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,25.2.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.2.24,8:06:09,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,27.2.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.2.24,8:07:02,Station,Contactless,None,Standard,Advance,35,London Kings Cross,York,22.2.24,6:30:00,8:20:00,8:20:00,On Time,,No
16.2.24,8:09:23,Online,Credit Card,Disabled,First Class,Advance,7,York,Doncaster,18.2.24,6:30:00,7:00:00,,Cancelled,Staff Shortage,No
16.2.24,8:10:03,Online,Credit Card,None,Standard,Advance,35,London Kings Cross,York,21.2.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.2.24,8:10:36,Online,Credit Card,Disabled,Standard,Advance,15,Birmingham New Street,London St Pancras,28.2.24,6:30:00,7:50:00,,Cancelled,Weather,No
16.2.24,8:14:12,Station,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,25.2.24,6:30:00,7:50:00,7:50:00,On Time,,No
16.2.24,8:14:24,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,22.2.24,6:30:00,7:50:00,,Cancelled,Weather Conditions,No
16.2.24,8:16:11,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,17.2.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.2.24,8:18:33,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,28.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:18:58,Online,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,28.2.24,6:45:00,8:05:00,8:05:00,On Time,,No
16.2.24,8:20:44,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,27.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:20:51,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,19.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:23:51,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,17.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:24:45,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,21.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:25:48,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,28.2.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.2.24,8:27:30,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,28.2.24,6:45:00,7:45:00,7:45:00,On Time,,No
16.2.24,8:29:09,Online,Credit Card,None,Standard,Advance,13,London Paddington,Reading,24.2.24,7:45:00,8:45:00,8:45:00,On Time,,No
16.2.24,8:29:28,Online,Credit Card,None,Standard,Advance,18,London Paddington,Oxford,28.2.24,7:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,8:32:47,Online,Credit Card,None,Standard,Off-Peak,35,Liverpool Lime Street,Birmingham New Street,16.2.24,10:00:00,11:30:00,11:30:00,On Time,,No
16.2.24,8:35:49,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,27.2.24,7:00:00,8:20:00,8:20:00,On Time,,No
16.2.24,9:00:22,Online,Credit Card,Disabled,Standard,Advance,23,London Kings Cross,York,21.2.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.2.24,9:01:01,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,17.2.24,7:30:00,8:40:00,8:40:00,On Time,,No
16.2.24,9:01:49,Online,Credit Card,None,First Class,Advance,30,Reading,Swindon,20.2.24,7:30:00,8:15:00,8:15:00,On Time,,No
16.2.24,9:02:45,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,28.2.24,7:30:00,8:00:00,8:00:00,On Time,,No
16.2.24,9:05:27,Online,Credit Card,None,Standard,Advance,8,London St Pancras,Birmingham New Street,24.2.24,7:30:00,8:50:00,8:50:00,On Time,,No
16.2.24,9:07:12,Online,Credit Card,None,First Class,Advance,57,London Kings Cross,York,19.2.24,7:30:00,9:20:00,9:20:00,On Time,,No
16.2.24,9:08:18,Station,Credit Card,None,Standard,Off-Peak,4,Manchester Piccadilly,Liverpool Lime Street,16.2.24,10:30:00,11:00:00,11:00:00,On Time,,No
16.2.24,9:08:29,Online,Credit Card,None,Standard,Advance,34,York,Peterborough,17.2.24,7:30:00,8:40:00,8:40:00,On Time,,No
16.2.24,9:09:53,Online,Credit Card,None,Standard,Advance,6,York,Doncaster,25.2.24,7:30:00,8:00:00,8:00:00,On Time,,No
16.2.24,9:11:36,Station,Credit Card,Disabled,Standard,Off-Peak,3,Liverpool Lime Street,Manchester Piccadilly,16.2.24,10:30:00,11:00:00,11:00:00,On Time,,No
16.2.24,9:21:00,Online,Credit Card,None,Standard,Advance,22,Birmingham New Street,London St Pancras,17.2.24,7:45:00,9:05:00,9:05:00,On Time,,No
16.2.24,9:30:38,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,26.2.24,8:00:00,10:15:00,,Cancelled,Staff Shortage,No
16.2.24,9:32:26,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,25.2.24,8:00:00,10:15:00,11:10:00,Delayed,Weather,No
16.2.24,9:34:40,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,29.2.24,8:00:00,10:15:00,10:44:00,Delayed,Weather Conditions,No
16.2.24,9:34:59,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,23.2.24,8:00:00,10:15:00,11:09:00,Delayed,Weather,No
16.2.24,9:35:18,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,28.2.24,8:00:00,9:00:00,9:00:00,On Time,,No
16.2.24,9:36:29,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,21.2.24,8:00:00,10:15:00,11:07:00,Delayed,Weather,No
16.2.24,9:41:10,Station,Credit Card,None,Standard,Advance,76,Liverpool Lime Street,London Euston,28.2.24,8:00:00,10:15:00,10:46:00,Delayed,Weather,No
16.2.24,9:43:51,Station,Credit Card,None,First Class,Advance,54,London St Pancras,Birmingham New Street,17.2.24,8:00:00,9:20:00,9:20:00,On Time,,No
16.2.24,9:44:07,Online,Contactless,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,16.2.24,11:00:00,12:20:00,12:20:00,On Time,,No
16.2.24,9:54:16,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,17.2.24,7:45:00,8:15:00,8:15:00,On Time,,No
16.2.24,9:58:34,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,27.2.24,8:15:00,9:35:00,9:35:00,On Time,,No
16.2.24,10:15:54,Online,Contactless,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,23.2.24,8:45:00,10:05:00,10:05:00,On Time,,No
16.2.24,10:21:52,Station,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,16.2.24,11:45:00,12:15:00,12:15:00,On Time,,No
16.2.24,10:23:26,Station,Contactless,None,First Class,Advance,10,Manchester Piccadilly,Liverpool Lime Street,25.2.24,8:45:00,9:15:00,9:15:00,On Time,,No
16.2.24,10:26:58,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,29.2.24,8:45:00,9:45:00,,Cancelled,Weather Conditions,No
16.2.24,10:31:43,Online,Credit Card,None,First Class,Advance,57,London Kings Cross,York,17.2.24,9:00:00,10:50:00,10:50:00,On Time,,No
16.2.24,10:33:03,Online,Debit Card,Senior,Standard,Advance,23,London Kings Cross,York,24.2.24,9:00:00,10:50:00,10:50:00,On Time,,No
16.2.24,10:36:48,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,18.2.24,9:00:00,10:00:00,10:00:00,On Time,,No
16.2.24,10:37:11,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,17.2.24,9:00:00,10:00:00,,Cancelled,Staff Shortage,No
16.2.24,10:37:18,Online,Contactless,Adult,Standard,Off-Peak,10,Manchester Piccadilly,Leeds,16.2.24,12:00:00,12:45:00,12:45:00,On Time,,No
16.2.24,10:38:13,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,23.2.24,9:00:00,9:30:00,9:30:00,On Time,,No
16.2.24,10:45:49,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,20.2.24,9:15:00,9:45:00,9:45:00,On Time,,No
16.2.24,10:48:01,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,21.2.24,9:15:00,9:45:00,9:45:00,On Time,,No
16.2.24,10:50:57,Online,Contactless,Senior,Standard,Advance,2,Manchester Piccadilly,Liverpool Lime Street,17.2.24,9:15:00,9:45:00,10:23:00,Delayed,Weather,No
16.2.24,10:52:18,Online,Credit Card,None,Standard,Advance,65,London Kings Cross,Liverpool Lime Street,27.2.24,9:15:00,11:30:00,11:30:00,On Time,,No
16.2.24,10:53:53,Online,Contactless,Disabled,Standard,Advance,5,London St Pancras,Birmingham New Street,23.2.24,9:15:00,10:35:00,10:35:00,On Time,,No
16.2.24,11:31:26,Online,Contactless,None,Standard,Off-Peak,53,London Kings Cross,York,16.2.24,13:00:00,14:50:00,14:50:00,On Time,,No
16.2.24,11:37:24,Station,Contactless,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,17.2.24,10:00:00,10:30:00,10:30:00,On Time,,No
16.2.24,11:39:35,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,28.2.24,10:00:00,10:30:00,10:30:00,On Time,,No
16.2.24,11:52:37,Online,Contactless,None,Standard,Advance,13,London Paddington,Reading,17.2.24,10:15:00,11:15:00,11:15:00,On Time,,No
16.2.24,11:56:36,Station,Debit Card,Adult,Standard,Advance,7,Birmingham New Street,Manchester Piccadilly,22.2.24,11:15:00,12:35:00,13:04:00,Delayed,Technical Issue,Yes
16.2.24,12:12:46,Online,Credit Card,None,Standard,Advance,7,London Euston,Birmingham New Street,27.2.24,10:30:00,11:50:00,11:50:00,On Time,,No
16.2.24,12:19:28,Station,Credit Card,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,17.2.24,10:45:00,11:15:00,11:15:00,On Time,,No
16.2.24,12:21:07,Online,Credit Card,Adult,First Class,Advance,36,London St Pancras,Birmingham New Street,17.2.24,10:45:00,12:05:00,12:05:00,On Time,,No
16.2.24,12:24:17,Station,Credit Card,None,First Class,Advance,10,Liverpool Lime Street,Manchester Piccadilly,22.2.24,10:45:00,11:15:00,11:15:00,On Time,,No
16.2.24,12:32:31,Online,Contactless,Adult,Standard,Advance,43,London Paddington,Liverpool Lime Street,17.2.24,11:00:00,13:30:00,13:30:00,On Time,,No
16.2.24,13:39:34,Station,Credit Card,None,Standard,Advance,3,Liverpool Lime Street,Manchester Piccadilly,22.2.24,12:00:00,12:30:00,12:30:00,On Time,,No
16.2.24,13:54:28,Online,Credit Card,None,Standard,Off-Peak,12,London St Pancras,Birmingham New Street,16.2.24,15:15:00,16:35:00,16:35:00,On Time,,No
16.2.24,14:16:28,Station,Contactless,None,First Class,Off-Peak,14,Manchester Piccadilly,Liverpool Lime Street,16.2.24,15:45:00,16:15:00,16:15:00,On Time,,No
16.2.24,14:27:31,Station,Contactless,None,First Class,Advance,27,London Paddington,Reading,25.2.24,12:45:00,13:45:00,13:45:00,On Time,,No
16.2.24,14:30:01,Station,Contactless,Senior,Standard,Anytime,3,Manchester Piccadilly,Liverpool Lime Street,16.2.24,16:00:00,16:30:00,16:30:00,On Time,,No
16.2.24,14:31:08,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,24.2.24,13:00:00,14:50:00,14:50:00,On Time,,No
16.2.24,14:35:23,Station,Credit Card,Adult,Standard,Anytime,9,London Euston,Birmingham New Street,16.2.24,16:00:00,17:20:00,17:20:00,On Time,,No
16.2.24,14:36:54,Station,Credit Card,Adult,Standard,Anytime,47,London Kings Cross,York,16.2.24,16:00:00,17:50:00,17:50:00,On Time,,No
16.2.24,14:38:13,Station,Debit Card,Disabled,Standard,Anytime,9,London Euston,Birmingham New Street,16.2.24,16:00:00,17:20:00,17:20:00,On Time,,No
16.2.24,14:42:52,Online,Contactless,None,Standard,Advance,35,London Kings Cross,York,17.2.24,13:00:00,14:50:00,14:50:00,On Time,,No
16.2.24,14:44:18,Online,Contactless,None,Standard,Advance,3,Manchester Piccadilly,Liverpool Lime Street,27.2.24,13:00:00,13:30:00,13:30:00,On Time,,No
